user_id,signup_date,cohort_month,plan,industry,acquisition_source,funnel_stage,logins_per_month,features_used,support_tickets,session_duration,monthly_revenue,days_to_convert,is_converted,is_churned
1052,2023-01-12 03:25:42.857142857,2023-01,Pro,Technology,Social Media,Converted,30,11,3,44.8,99,54,1,0
1053,2023-01-12 08:40:20.168067226,2023-01,Enterprise,Finance,Organic,Converted,8,6,3,54.6,299,14,1,0
1054,2023-01-12 13:54:57.478991596,2023-01,Pro,Education,Organic,Converted,38,8,5,55.4,99,11,1,0
1055,2023-01-12 19:09:34.789915966,2023-01,Basic,Technology,Paid Ad,Converted,17,9,1,33.0,49,17,1,0
1056,2023-01-13 00:24:12.100840336,2023-01,Enterprise,Education,Referral,Converted,44,1,3,31.7,299,48,1,0
1057,2023-01-13 05:38:49.411764705,2023-01,Free Trial,Healthcare,Paid Ad,Onboarded,1,9,7,17.4,0,0,0,0
1058,2023-01-13 10:53:26.722689075,2023-01,Free Trial,Technology,Organic,Active,3,2,2,56.3,0,0,0,0
1059,2023-01-13 16:08:04.033613445,2023-01,Free Trial,Technology,Referral,Active,26,1,1,28.6,0,0,0,0
1060,2023-01-13 21:22:41.344537815,2023-01,Free Trial,Healthcare,Paid Ad,Converted,31,8,0,9.4,29,59,1,0
1061,2023-01-14 02:37:18.655462184,2023-01,Free Trial,Finance,Email Campaign,Converted,8,8,5,27.1,29,61,1,0
1062,2023-01-14 07:51:55.966386554,2023-01,Free Trial,Retail,Email Campaign,Converted,43,11,7,9.4,29,67,1,0
1063,2023-01-14 13:06:33.277310924,2023-01,Pro,Technology,Paid Ad,Active,8,4,3,31.1,0,0,0,0
1064,2023-01-14 18:21:10.588235294,2023-01,Free Trial,Technology,Paid Ad,Converted,35,8,7,34.6,29,52,1,0
1065,2023-01-14 23:35:47.899159663,2023-01,Free Trial,Healthcare,Referral,Active,39,7,7,21.6,0,0,0,0
1066,2023-01-15 04:50:25.210084033,2023-01,Basic,Technology,Organic,Churned,28,2,4,6.2,0,0,0,1
1067,2023-01-15 10:05:02.521008403,2023-01,Free Trial,Technology,Paid Ad,Churned,4,5,1,56.7,0,0,0,1
1068,2023-01-15 15:19:39.831932773,2023-01,Pro,Technology,Paid Ad,Active,16,10,0,46.9,0,0,0,0
1069,2023-01-15 20:34:17.142857142,2023-01,Free Trial,Finance,Email Campaign,Churned,13,4,4,50.7,0,0,0,1
1070,2023-01-16 01:48:54.453781512,2023-01,Enterprise,Education,Organic,Converted,20,3,7,23.3,299,78,1,0
1071,2023-01-16 07:03:31.764705882,2023-01,Pro,Healthcare,Referral,Converted,5,1,0,46.1,99,52,1,0
1072,2023-01-16 12:18:09.075630252,2023-01,Free Trial,Education,Referral,Active,37,5,7,30.2,0,0,0,0
1073,2023-01-16 17:32:46.386554621,2023-01,Free Trial,Technology,Paid Ad,Trial,20,10,3,13.7,0,0,0,0
1074,2023-01-16 22:47:23.697478991,2023-01,Pro,Healthcare,Organic,Converted,24,8,7,9.2,99,84,1,0
1075,2023-01-17 04:02:01.008403361,2023-01,Pro,Technology,Email Campaign,Active,36,9,4,22.0,0,0,0,0
1076,2023-01-17 09:16:38.319327731,2023-01,Pro,Retail,Paid Ad,Active,34,7,3,10.0,0,0,0,0
1077,2023-01-17 14:31:15.630252100,2023-01,Pro,Education,Referral,Converted,34,11,4,59.9,99,11,1,0
1078,2023-01-17 19:45:52.941176470,2023-01,Free Trial,Retail,Organic,Converted,19,1,1,4.9,29,25,1,0
1079,2023-01-18 01:00:30.252100840,2023-01,Free Trial,Healthcare,Paid Ad,Churned,17,1,7,27.6,0,0,0,1
1080,2023-01-18 06:15:07.563025210,2023-01,Free Trial,Retail,Paid Ad,Converted,5,1,6,28.2,29,45,1,0
1081,2023-01-18 11:29:44.873949579,2023-01,Pro,Technology,Organic,Converted,25,2,2,19.4,99,48,1,0
1082,2023-01-18 16:44:22.184873949,2023-01,Basic,Finance,Organic,Active,18,1,6,35.1,0,0,0,0
1083,2023-01-18 21:58:59.495798319,2023-01,Free Trial,Healthcare,Social Media,Trial,8,4,2,10.7,0,0,0,0
1084,2023-01-19 03:13:36.806722689,2023-01,Free Trial,Healthcare,Organic,Trial,27,10,6,47.5,0,0,0,0
1085,2023-01-19 08:28:14.117647058,2023-01,Free Trial,Retail,Organic,Active,15,9,0,21.3,0,0,0,0
1086,2023-01-19 13:42:51.428571428,2023-01,Free Trial,Retail,Paid Ad,Converted,13,4,5,36.3,29,76,1,0
1087,2023-01-19 18:57:28.739495798,2023-01,Pro,Technology,Social Media,Converted,16,4,4,43.5,99,14,1,0
1088,2023-01-20 00:12:06.050420168,2023-01,Basic,Retail,Organic,Converted,22,7,3,53.6,49,25,1,0
1089,2023-01-20 05:26:43.361344537,2023-01,Pro,Technology,Referral,Converted,20,11,5,50.5,99,38,1,0
1090,2023-01-20 10:41:20.672268907,2023-01,Basic,Retail,Organic,Onboarded,13,9,1,37.3,0,0,0,0
1091,2023-01-20 15:55:57.983193277,2023-01,Free Trial,Finance,Organic,Onboarded,20,7,1,24.5,0,0,0,0
1092,2023-01-20 21:10:35.294117647,2023-01,Pro,Finance,Organic,Converted,2,1,1,31.2,99,30,1,0
1093,2023-01-21 02:25:12.605042016,2023-01,Pro,Retail,Social Media,Converted,35,1,2,46.6,99,62,1,0
1094,2023-01-21 07:39:49.915966386,2023-01,Basic,Healthcare,Organic,Churned,19,4,3,52.9,0,0,0,1
1095,2023-01-21 12:54:27.226890756,2023-01,Pro,Technology,Organic,Active,37,4,1,8.0,0,0,0,0
1096,2023-01-21 18:09:04.537815126,2023-01,Basic,Finance,Paid Ad,Churned,6,1,1,24.3,0,0,0,1
1097,2023-01-21 23:23:41.848739495,2023-01,Basic,Technology,Social Media,Active,14,6,6,47.0,0,0,0,0
1098,2023-01-22 04:38:19.159663865,2023-01,Free Trial,Healthcare,Organic,Trial,4,10,0,27.0,0,0,0,0
1099,2023-01-22 09:52:56.470588235,2023-01,Free Trial,Technology,Paid Ad,Churned,22,2,4,21.3,0,0,0,1
1100,2023-01-22 15:07:33.781512604,2023-01,Free Trial,Technology,Organic,Onboarded,39,11,4,25.9,0,0,0,0
1101,2023-01-22 20:22:11.092436974,2023-01,Free Trial,Retail,Paid Ad,Converted,36,5,7,37.0,29,22,1,0
1102,2023-01-23 01:36:48.403361344,2023-01,Basic,Technology,Referral,Active,34,8,4,60.0,0,0,0,0
1103,2023-01-23 06:51:25.714285714,2023-01,Free Trial,Retail,Referral,Active,27,3,5,30.6,0,0,0,0
1104,2023-01-23 12:06:03.025210083,2023-01,Basic,Technology,Paid Ad,Churned,7,9,6,14.1,0,0,0,1
1105,2023-01-23 17:20:40.336134453,2023-01,Enterprise,Technology,Paid Ad,Converted,3,7,6,11.4,299,39,1,0
1106,2023-01-23 22:35:17.647058823,2023-01,Free Trial,Healthcare,Organic,Converted,33,9,0,4.5,29,30,1,0
1107,2023-01-24 03:49:54.957983193,2023-01,Free Trial,Technology,Paid Ad,Onboarded,2,1,2,34.4,0,0,0,0
1108,2023-01-24 09:04:32.268907562,2023-01,Pro,Technology,Organic,Converted,42,5,5,33.6,99,61,1,0
1109,2023-01-24 14:19:09.579831932,2023-01,Free Trial,Retail,Social Media,Onboarded,16,3,0,13.9,0,0,0,0
1110,2023-01-24 19:33:46.890756302,2023-01,Free Trial,Technology,Email Campaign,Onboarded,25,4,1,42.3,0,0,0,0
1111,2023-01-25 00:48:24.201680672,2023-01,Free Trial,Finance,Email Campaign,Onboarded,15,4,3,45.0,0,0,0,0
1112,2023-01-25 06:03:01.512605041,2023-01,Free Trial,Technology,Social Media,Onboarded,24,11,5,17.0,0,0,0,0
1113,2023-01-25 11:17:38.823529411,2023-01,Enterprise,Technology,Referral,Churned,15,7,5,22.0,0,0,0,1
1114,2023-01-25 16:32:16.134453781,2023-01,Pro,Retail,Referral,Converted,31,10,1,59.4,99,7,1,0
1115,2023-01-25 21:46:53.445378151,2023-01,Basic,Technology,Organic,Active,14,11,1,23.7,0,0,0,0
1116,2023-01-26 03:01:30.756302520,2023-01,Pro,Technology,Referral,Converted,14,8,3,46.1,99,59,1,0
1117,2023-01-26 08:16:08.067226890,2023-01,Pro,Healthcare,Paid Ad,Converted,6,11,4,28.3,99,67,1,0
1118,2023-01-26 13:30:45.378151260,2023-01,Free Trial,Technology,Paid Ad,Converted,14,10,5,48.0,29,52,1,0
1119,2023-01-26 18:45:22.689075630,2023-01,Pro,Finance,Social Media,Churned,17,5,0,46.6,0,0,0,1
1120,2023-01-26 23:59:59.999999999,2023-01,Basic,Technology,Organic,Converted,18,10,2,40.7,49,66,1,0
1121,2023-01-27 05:14:37.310924369,2023-01,Pro,Finance,Paid Ad,Churned,20,7,1,51.6,0,0,0,1
1122,2023-01-27 10:29:14.621848739,2023-01,Pro,Finance,Email Campaign,Converted,17,3,1,56.5,99,79,1,0
1123,2023-01-27 15:43:51.932773109,2023-01,Free Trial,Healthcare,Organic,Onboarded,16,3,2,35.6,0,0,0,0
1124,2023-01-27 20:58:29.243697479,2023-01,Free Trial,Education,Paid Ad,Converted,40,3,0,15.8,29,46,1,0
1125,2023-01-28 02:13:06.554621848,2023-01,Free Trial,Healthcare,Email Campaign,Active,39,4,7,25.1,0,0,0,0
1126,2023-01-28 07:27:43.865546218,2023-01,Free Trial,Education,Referral,Converted,32,6,1,46.0,29,81,1,0
1127,2023-01-28 12:42:21.176470588,2023-01,Pro,Technology,Paid Ad,Churned,44,5,2,39.8,0,0,0,1
1128,2023-01-28 17:56:58.487394958,2023-01,Pro,Retail,Organic,Converted,9,8,6,12.3,99,21,1,0
1129,2023-01-28 23:11:35.798319327,2023-01,Free Trial,Healthcare,Paid Ad,Churned,27,5,1,5.0,0,0,0,1
1130,2023-01-29 04:26:13.109243697,2023-01,Basic,Healthcare,Social Media,Converted,33,11,4,41.6,49,67,1,0
1131,2023-01-29 09:40:50.420168067,2023-01,Free Trial,Retail,Referral,Active,10,5,4,16.6,0,0,0,0
1132,2023-01-29 14:55:27.731092436,2023-01,Free Trial,Retail,Paid Ad,Active,17,10,1,31.0,0,0,0,0
1133,2023-01-29 20:10:05.042016806,2023-01,Free Trial,Technology,Organic,Onboarded,36,2,6,45.3,0,0,0,0
1134,2023-01-30 01:24:42.352941176,2023-01,Free Trial,Technology,Organic,Churned,17,11,1,34.6,0,0,0,1
1135,2023-01-30 06:39:19.663865546,2023-01,Enterprise,Retail,Email Campaign,Converted,18,11,7,6.8,299,81,1,0
1136,2023-01-30 11:53:56.974789915,2023-01,Free Trial,Retail,Paid Ad,Trial,23,5,7,12.8,0,0,0,0
1137,2023-01-30 17:08:34.285714285,2023-01,Basic,Education,Referral,Active,34,7,4,14.7,0,0,0,0
1138,2023-01-30 22:23:11.596638655,2023-01,Pro,Finance,Organic,Converted,8,2,7,17.0,99,78,1,0
1139,2023-01-31 03:37:48.907563025,2023-01,Free Trial,Education,Referral,Trial,13,6,6,34.8,0,0,0,0
1140,2023-01-31 08:52:26.218487394,2023-01,Enterprise,Retail,Email Campaign,Converted,23,7,7,31.2,299,72,1,0
1141,2023-01-31 14:07:03.529411764,2023-01,Enterprise,Technology,Referral,Converted,20,5,1,13.8,299,59,1,0
1142,2023-01-31 19:21:40.840336134,2023-01,Free Trial,Technology,Organic,Onboarded,22,9,6,5.9,0,0,0,0
1143,2023-02-01 00:36:18.151260504,2023-02,Basic,Finance,Referral,Converted,23,4,0,11.9,49,58,1,0
1144,2023-02-01 05:50:55.462184873,2023-02,Free Trial,Retail,Social Media,Onboarded,41,10,0,59.1,0,0,0,0
1145,2023-02-01 11:05:32.773109243,2023-02,Free Trial,Technology,Paid Ad,Onboarded,35,1,3,29.2,0,0,0,0
1146,2023-02-01 16:20:10.084033613,2023-02,Free Trial,Healthcare,Social Media,Converted,3,8,0,52.3,29,53,1,0
1147,2023-02-01 21:34:47.394957983,2023-02,Basic,Education,Referral,Converted,34,8,5,51.2,49,9,1,0
1148,2023-02-02 02:49:24.705882352,2023-02,Basic,Healthcare,Social Media,Active,33,7,6,31.7,0,0,0,0
1149,2023-02-02 08:04:02.016806722,2023-02,Free Trial,Healthcare,Referral,Onboarded,17,8,5,43.0,0,0,0,0
1150,2023-02-02 13:18:39.327731092,2023-02,Free Trial,Healthcare,Organic,Active,19,2,5,13.2,0,0,0,0
1151,2023-02-02 18:33:16.638655462,2023-02,Enterprise,Technology,Paid Ad,Converted,30,3,1,41.9,299,56,1,0
1152,2023-02-02 23:47:53.949579831,2023-02,Free Trial,Healthcare,Organic,Trial,23,9,1,17.8,0,0,0,0
1153,2023-02-03 05:02:31.260504201,2023-02,Free Trial,Healthcare,Email Campaign,Trial,15,1,2,50.3,0,0,0,0
1154,2023-02-03 10:17:08.571428571,2023-02,Basic,Technology,Social Media,Churned,14,8,6,6.9,0,0,0,1
1155,2023-02-03 15:31:45.882352941,2023-02,Enterprise,Finance,Referral,Converted,2,8,5,46.8,299,8,1,0
1156,2023-02-03 20:46:23.193277310,2023-02,Free Trial,Healthcare,Paid Ad,Converted,39,7,5,7.8,29,10,1,0
1157,2023-02-04 02:01:00.504201680,2023-02,Basic,Finance,Organic,Converted,18,11,0,53.1,49,22,1,0
1158,2023-02-04 07:15:37.815126050,2023-02,Pro,Finance,Social Media,Converted,6,5,4,19.6,99,60,1,0
1159,2023-02-04 12:30:15.126050420,2023-02,Free Trial,Technology,Paid Ad,Active,32,4,6,40.0,0,0,0,0
1160,2023-02-04 17:44:52.436974789,2023-02,Pro,Retail,Organic,Converted,21,10,4,30.3,99,15,1,0
1161,2023-02-04 22:59:29.747899159,2023-02,Free Trial,Healthcare,Referral,Trial,40,10,6,23.2,0,0,0,0
1162,2023-02-05 04:14:07.058823529,2023-02,Basic,Finance,Organic,Converted,28,10,6,39.4,49,46,1,0
1163,2023-02-05 09:28:44.369747899,2023-02,Basic,Technology,Paid Ad,Converted,27,10,3,57.0,49,58,1,0
1164,2023-02-05 14:43:21.680672268,2023-02,Basic,Retail,Paid Ad,Converted,2,6,2,4.4,49,88,1,0
1165,2023-02-05 19:57:58.991596638,2023-02,Free Trial,Retail,Organic,Onboarded,33,11,4,55.3,0,0,0,0
1166,2023-02-06 01:12:36.302521008,2023-02,Pro,Technology,Email Campaign,Converted,16,1,3,37.3,99,14,1,0
1167,2023-02-06 06:27:13.613445378,2023-02,Free Trial,Technology,Organic,Converted,39,5,0,48.8,29,66,1,0
1168,2023-02-06 11:41:50.924369747,2023-02,Free Trial,Retail,Organic,Converted,22,4,2,24.3,29,42,1,0
1169,2023-02-06 16:56:28.235294117,2023-02,Free Trial,Retail,Organic,Churned,43,4,2,29.4,0,0,0,1
1170,2023-02-06 22:11:05.546218487,2023-02,Basic,Technology,Social Media,Active,13,7,5,52.4,0,0,0,0
1171,2023-02-07 03:25:42.857142857,2023-02,Basic,Retail,Paid Ad,Converted,2,9,6,26.1,49,88,1,0
1172,2023-02-07 08:40:20.168067226,2023-02,Free Trial,Healthcare,Referral,Active,14,8,7,33.0,0,0,0,0
1173,2023-02-07 13:54:57.478991596,2023-02,Basic,Retail,Organic,Churned,38,11,6,3.2,0,0,0,1
1174,2023-02-07 19:09:34.789915966,2023-02,Free Trial,Technology,Organic,Active,41,8,1,11.2,0,0,0,0
1175,2023-02-08 00:24:12.100840336,2023-02,Basic,Finance,Paid Ad,Converted,28,5,6,39.2,49,51,1,0
1176,2023-02-08 05:38:49.411764705,2023-02,Free Trial,Technology,Social Media,Active,7,6,6,43.6,0,0,0,0
1177,2023-02-08 10:53:26.722689075,2023-02,Basic,Healthcare,Social Media,Converted,18,2,6,35.8,49,64,1,0
1178,2023-02-08 16:08:04.033613445,2023-02,Free Trial,Technology,Organic,Churned,41,11,5,10.3,0,0,0,1
1179,2023-02-08 21:22:41.344537815,2023-02,Enterprise,Technology,Paid Ad,Converted,36,3,0,27.8,299,63,1,0
1180,2023-02-09 02:37:18.655462184,2023-02,Free Trial,Healthcare,Email Campaign,Trial,41,5,6,22.6,0,0,0,0
1181,2023-02-09 07:51:55.966386554,2023-02,Free Trial,Technology,Paid Ad,Churned,36,2,7,30.7,0,0,0,1
1182,2023-02-09 13:06:33.277310924,2023-02,Free Trial,Finance,Social Media,Active,44,3,5,52.5,0,0,0,0
1183,2023-02-09 18:21:10.588235294,2023-02,Enterprise,Technology,Organic,Converted,4,4,7,47.0,299,64,1,0
1184,2023-02-09 23:35:47.899159663,2023-02,Pro,Healthcare,Email Campaign,Converted,30,6,2,6.9,99,62,1,0
1185,2023-02-10 04:50:25.210084033,2023-02,Free Trial,Technology,Social Media,Trial,24,5,5,53.6,0,0,0,0
1186,2023-02-10 10:05:02.521008403,2023-02,Basic,Technology,Email Campaign,Converted,20,10,6,29.4,49,50,1,0
1187,2023-02-10 15:19:39.831932773,2023-02,Pro,Technology,Referral,Converted,31,4,3,45.1,99,18,1,0
1188,2023-02-10 20:34:17.142857142,2023-02,Basic,Healthcare,Paid Ad,Active,24,2,5,10.1,0,0,0,0
1189,2023-02-11 01:48:54.453781512,2023-02,Basic,Healthcare,Email Campaign,Active,7,11,4,40.9,0,0,0,0
1190,2023-02-11 07:03:31.764705882,2023-02,Free Trial,Healthcare,Organic,Churned,26,5,0,15.7,0,0,0,1
1191,2023-02-11 12:18:09.075630252,2023-02,Free Trial,Healthcare,Paid Ad,Trial,13,5,0,27.4,0,0,0,0
1192,2023-02-11 17:32:46.386554621,2023-02,Pro,Retail,Referral,Churned,8,11,2,3.0,0,0,0,1
1193,2023-02-11 22:47:23.697478991,2023-02,Enterprise,Technology,Social Media,Converted,5,7,5,10.8,299,35,1,0
1194,2023-02-12 04:02:01.008403361,2023-02,Basic,Healthcare,Email Campaign,Converted,44,1,7,7.3,49,22,1,0
1195,2023-02-12 09:16:38.319327730,2023-02,Free Trial,Education,Organic,Churned,13,4,7,15.9,0,0,0,1
1196,2023-02-12 14:31:15.630252100,2023-02,Free Trial,Healthcare,Social Media,Converted,29,11,2,7.8,29,11,1,0
1197,2023-02-12 19:45:52.941176470,2023-02,Pro,Retail,Referral,Converted,20,5,2,42.1,99,36,1,0
1198,2023-02-13 01:00:30.252100840,2023-02,Pro,Technology,Organic,Converted,14,8,3,3.7,99,56,1,0
1199,2023-02-13 06:15:07.563025209,2023-02,Pro,Finance,Paid Ad,Converted,32,8,1,37.8,99,11,1,0
1200,2023-02-13 11:29:44.873949579,2023-02,Pro,Finance,Organic,Converted,27,1,2,10.2,99,19,1,0
1201,2023-02-13 16:44:22.184873949,2023-02,Basic,Healthcare,Paid Ad,Churned,25,5,1,56.8,0,0,0,1
1202,2023-02-13 21:58:59.495798319,2023-02,Free Trial,Education,Email Campaign,Converted,4,10,7,56.1,29,56,1,0
1203,2023-02-14 03:13:36.806722688,2023-02,Free Trial,Technology,Referral,Converted,21,1,1,15.1,29,20,1,0
1204,2023-02-14 08:28:14.117647058,2023-02,Pro,Technology,Referral,Converted,18,1,0,37.6,99,52,1,0
1205,2023-02-14 13:42:51.428571428,2023-02,Basic,Finance,Email Campaign,Onboarded,39,2,7,3.6,0,0,0,0
1206,2023-02-14 18:57:28.739495798,2023-02,Free Trial,Finance,Paid Ad,Trial,15,2,4,56.0,0,0,0,0
1207,2023-02-15 00:12:06.050420167,2023-02,Free Trial,Technology,Social Media,Active,38,9,7,32.3,0,0,0,0
1208,2023-02-15 05:26:43.361344537,2023-02,Basic,Technology,Paid Ad,Converted,24,4,4,4.5,49,53,1,0
1209,2023-02-15 10:41:20.672268907,2023-02,Free Trial,Technology,Social Media,Active,8,3,5,21.9,0,0,0,0
1210,2023-02-15 15:55:57.983193277,2023-02,Free Trial,Technology,Organic,Churned,28,11,3,6.5,0,0,0,1
1211,2023-02-15 21:10:35.294117646,2023-02,Basic,Finance,Email Campaign,Onboarded,21,1,3,24.8,0,0,0,0
1212,2023-02-16 02:25:12.605042016,2023-02,Basic,Healthcare,Organic,Active,16,2,4,40.9,0,0,0,0
1213,2023-02-16 07:39:49.915966386,2023-02,Basic,Technology,Paid Ad,Active,16,6,5,29.3,0,0,0,0
1214,2023-02-16 12:54:27.226890756,2023-02,Free Trial,Healthcare,Social Media,Active,35,9,7,24.3,0,0,0,0
1215,2023-02-16 18:09:04.537815125,2023-02,Pro,Technology,Paid Ad,Active,17,5,6,8.9,0,0,0,0
1216,2023-02-16 23:23:41.848739495,2023-02,Free Trial,Technology,Referral,Churned,9,4,4,16.2,0,0,0,1
1217,2023-02-17 04:38:19.159663865,2023-02,Free Trial,Retail,Paid Ad,Onboarded,35,5,7,7.8,0,0,0,0
1218,2023-02-17 09:52:56.470588235,2023-02,Pro,Education,Referral,Churned,29,9,5,48.8,0,0,0,1
1219,2023-02-17 15:07:33.781512604,2023-02,Basic,Finance,Organic,Converted,39,7,5,9.8,49,87,1,0
1220,2023-02-17 20:22:11.092436974,2023-02,Pro,Technology,Organic,Churned,18,8,5,36.5,0,0,0,1
1221,2023-02-18 01:36:48.403361344,2023-02,Basic,Finance,Organic,Converted,12,4,5,21.9,49,31,1,0
1222,2023-02-18 06:51:25.714285714,2023-02,Basic,Finance,Paid Ad,Churned,19,11,0,15.1,0,0,0,1
1223,2023-02-18 12:06:03.025210083,2023-02,Free Trial,Finance,Organic,Trial,22,8,7,39.1,0,0,0,0
1224,2023-02-18 17:20:40.336134453,2023-02,Free Trial,Healthcare,Paid Ad,Converted,15,6,0,28.5,29,25,1,0
